model_type,test_score,total_time,dataset,average_mismatches,valid_score,train_score,num_params,exit_code,name
vae,"(39.45875930786133, 39.16001510620117, 0.2987349331378937)",15.426934480667114,synthetic_unimodal_data_length_100_gaussian,5.67,"(39.78868865966797, 39.482662200927734, 0.30602318048477173)","(36.52116394042969, 35.80773162841797, 0.713441014289856)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(39.16112518310547, 39.01034927368164, 0.15078425407409668)",19.65125346183777,synthetic_unimodal_data_length_100_gaussian,5.782,"(39.471614837646484, 39.31938171386719, 0.15224409103393555)","(36.4890251159668, 36.09037780761719, 0.39865705370903015)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(39.361846923828125, 39.257869720458984, 0.10396596044301987)",36.79055595397949,synthetic_unimodal_data_length_100_gaussian,5.507,"(39.65810012817383, 39.54773712158203, 0.11037327349185944)","(36.50764846801758, 36.250755310058594, 0.2568883001804352)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(39.323123931884766, 39.019893646240234, 0.3032365143299103)",12.772544860839844,synthetic_unimodal_data_length_100_gaussian,5.661,"(39.59053421020508, 39.301246643066406, 0.2892651855945587)","(36.4285774230957, 35.69258499145508, 0.7359949946403503)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(39.155860900878906, 38.941837310791016, 0.21402864158153534)",17.3822762966156,synthetic_unimodal_data_length_100_gaussian,5.627,"(39.49126052856445, 39.2797966003418, 0.21145868301391602)","(36.368534088134766, 35.817726135253906, 0.5508055686950684)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(39.330284118652344, 39.17107391357422, 0.15920878946781158)",33.28137803077698,synthetic_unimodal_data_length_100_gaussian,5.622,"(39.599281311035156, 39.44047164916992, 0.1588079035282135)","(36.400875091552734, 35.98995590209961, 0.4109175205230713)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(39.997737884521484, 39.63236618041992, 0.36537668108940125)",14.326173067092896,synthetic_unimodal_data_length_100_gaussian,6.099,"(40.4110221862793, 40.04662322998047, 0.36438310146331787)","(37.09550094604492, 36.323673248291016, 0.7718359231948853)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(39.261268615722656, 39.04073715209961, 0.22053173184394836)",17.181729078292847,synthetic_unimodal_data_length_100_gaussian,5.647,"(39.46714782714844, 39.24443435668945, 0.22271521389484406)","(36.46193313598633, 35.90756607055664, 0.5543674230575562)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(39.362857818603516, 39.06566619873047, 0.29719725251197815)",29.666096448898315,synthetic_unimodal_data_length_100_gaussian,5.501,"(39.70541763305664, 39.4078254699707, 0.29758888483047485)","(36.08356857299805, 35.264488220214844, 0.819072961807251)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(39.86193084716797, 39.19924545288086, 0.6626842021942139)",14.487885475158691,synthetic_unimodal_data_length_100_gaussian,5.503,"(40.134185791015625, 39.46178436279297, 0.6724111437797546)","(35.921974182128906, 34.30979919433594, 1.6121716499328613)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(39.84731674194336, 38.90536117553711, 0.9419541954994202)",17.265142917633057,synthetic_unimodal_data_length_100_gaussian,5.544,"(40.28424072265625, 39.3470458984375, 0.9371897578239441)","(34.53658676147461, 32.040687561035156, 2.495896339416504)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(39.295494079589844, 38.98809051513672, 0.30741459131240845)",27.626355409622192,synthetic_unimodal_data_length_100_gaussian,5.439,"(39.516143798828125, 39.21133804321289, 0.30478477478027344)","(35.81599807739258, 34.90946578979492, 0.9065271019935608)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(36.9610481262207, 36.645816802978516, 0.315231591463089)",14.884972095489502,synthetic_unimodal_data_length_100_skewed_gaussian,5.122,"(36.68040466308594, 36.363861083984375, 0.31655770540237427)","(33.846797943115234, 33.086181640625, 0.7606261372566223)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(36.600669860839844, 36.4581184387207, 0.14254604279994965)",20.8221755027771,synthetic_unimodal_data_length_100_skewed_gaussian,5.053,"(36.35088348388672, 36.20940399169922, 0.14148131012916565)","(33.91124725341797, 33.56279373168945, 0.34845083951950073)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(36.782432556152344, 36.698638916015625, 0.08379201591014862)",38.68586015701294,synthetic_unimodal_data_length_100_skewed_gaussian,5.205,"(36.515647888183594, 36.4343147277832, 0.08132156729698181)","(33.96339797973633, 33.768226623535156, 0.1951676309108734)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(36.60530090332031, 36.46498489379883, 0.14031031727790833)",12.52744436264038,synthetic_unimodal_data_length_100_skewed_gaussian,5.314,"(36.36986541748047, 36.233642578125, 0.13622216880321503)","(34.19662094116211, 33.915653228759766, 0.28096696734428406)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(36.47758102416992, 36.37152862548828, 0.10605009645223618)",16.454787731170654,synthetic_unimodal_data_length_100_skewed_gaussian,5.153,"(36.25579071044922, 36.14877700805664, 0.10701319575309753)","(33.836151123046875, 33.56602096557617, 0.27012699842453003)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(36.74794006347656, 36.62401580810547, 0.12391950935125351)",31.721672534942627,synthetic_unimodal_data_length_100_skewed_gaussian,5.157,"(36.49137878417969, 36.36961364746094, 0.12176662683486938)","(33.808631896972656, 33.48420715332031, 0.32441389560699463)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(37.333290100097656, 36.990840911865234, 0.3424401581287384)",14.093270063400269,synthetic_unimodal_data_length_100_skewed_gaussian,5.424,"(37.04022979736328, 36.6895751953125, 0.35066428780555725)","(34.442848205566406, 33.8046989440918, 0.6381486654281616)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(36.786739349365234, 36.455448150634766, 0.3312892019748688)",19.67138147354126,synthetic_unimodal_data_length_100_skewed_gaussian,5.201,"(36.52296829223633, 36.19729995727539, 0.3256637752056122)","(33.50249481201172, 32.650569915771484, 0.8519244194030762)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(36.61471176147461, 36.50148391723633, 0.11323082447052002)",26.937424421310425,synthetic_unimodal_data_length_100_skewed_gaussian,5.354,"(36.38849639892578, 36.27131271362305, 0.11719336360692978)","(33.94681167602539, 33.67296600341797, 0.2738424241542816)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(36.92631530761719, 36.619850158691406, 0.3064690828323364)",12.170368671417236,synthetic_unimodal_data_length_100_skewed_gaussian,5.11,"(36.71547317504883, 36.41338348388672, 0.3020876944065094)","(34.00155258178711, 33.302734375, 0.6988178491592407)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(36.26698303222656, 36.16910934448242, 0.09786822646856308)",14.382359027862549,synthetic_unimodal_data_length_100_skewed_gaussian,5.072,"(36.10603332519531, 36.00755310058594, 0.09848736971616745)","(34.024688720703125, 33.7932014465332, 0.23148363828659058)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(36.54599380493164, 36.37313461303711, 0.17286518216133118)",26.472794771194458,synthetic_unimodal_data_length_100_skewed_gaussian,4.958,"(36.35851287841797, 36.18794250488281, 0.17056365311145782)","(33.659854888916016, 33.16192626953125, 0.4979330897331238)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(39.0084228515625, 38.738487243652344, 0.2699229419231415)",14.46714472770691,synthetic_unimodal_data_length_100_uniform,5.966,"(38.852317810058594, 38.581783294677734, 0.2705153524875641)","(36.6823844909668, 36.15475082397461, 0.5276315212249756)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(38.66717529296875, 38.46552658081055, 0.20166000723838806)",19.129324436187744,synthetic_unimodal_data_length_100_uniform,5.719,"(38.68019104003906, 38.46910095214844, 0.21108748018741608)","(36.35286331176758, 35.90190124511719, 0.4509640634059906)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(38.97932434082031, 38.60063552856445, 0.37869593501091003)",34.87281656265259,synthetic_unimodal_data_length_100_uniform,5.723,"(38.84820556640625, 38.45430374145508, 0.3938959538936615)","(36.26937484741211, 35.542999267578125, 0.7263787388801575)",408240,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(38.695133209228516, 38.374122619628906, 0.32101795077323914)",12.630500555038452,synthetic_unimodal_data_length_100_uniform,5.551,"(38.64427947998047, 38.3138542175293, 0.3304182291030884)","(36.34822463989258, 35.64902114868164, 0.6992040872573853)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(38.74881362915039, 38.32174301147461, 0.4270656108856201)",17.44282555580139,synthetic_unimodal_data_length_100_uniform,5.947,"(38.688697814941406, 38.24883270263672, 0.4398702383041382)","(36.16000747680664, 35.38113784790039, 0.7788742184638977)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(38.889156341552734, 38.52256774902344, 0.3665984869003296)",30.673073530197144,synthetic_unimodal_data_length_100_uniform,6.142,"(38.818058013916016, 38.44440460205078, 0.37365004420280457)","(36.124515533447266, 35.4119758605957, 0.7125464081764221)",408240,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(39.6059455871582, 39.164100646972656, 0.4418394863605499)",15.505473852157593,synthetic_unimodal_data_length_100_uniform,5.891,"(39.45781707763672, 39.009700775146484, 0.44812512397766113)","(36.87855529785156, 35.998809814453125, 0.8797385096549988)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(38.98402786254883, 38.5347785949707, 0.44924068450927734)",18.474297285079956,synthetic_unimodal_data_length_100_uniform,5.883,"(38.93562316894531, 38.48549270629883, 0.4501360356807709)","(35.72728729248047, 34.557830810546875, 1.1694515943527222)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(38.86002731323242, 38.475502014160156, 0.38452690839767456)",27.76363492012024,synthetic_unimodal_data_length_100_uniform,5.738,"(38.84245681762695, 38.445770263671875, 0.3966873288154602)","(35.624332427978516, 34.642372131347656, 0.9819534420967102)",814440,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(39.691001892089844, 38.68547058105469, 1.0055369138717651)",12.918917417526245,synthetic_unimodal_data_length_100_uniform,5.631,"(39.56966018676758, 38.551212310791016, 1.0184465646743774)","(34.843231201171875, 32.47323989868164, 2.3699910640716553)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(38.967063903808594, 38.21113204956055, 0.7559294700622559)",15.813461780548096,synthetic_unimodal_data_length_100_uniform,6.569,"(38.90637969970703, 38.13329315185547, 0.773074746131897)","(35.447425842285156, 33.80250930786133, 1.644920825958252)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(38.93111038208008, 38.40398025512695, 0.5271197557449341)",25.650257110595703,synthetic_unimodal_data_length_100_uniform,7.354,"(38.81801223754883, 38.285072326660156, 0.5329262614250183)","(35.84488296508789, 34.80767822265625, 1.0372042655944824)",814440,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(28.26283073425293, 27.913734436035156, 0.34909141063690186)",9.352659225463867,synthetic_unimodal_data_length_20_gaussian,5.599,"(27.64238166809082, 27.300107955932617, 0.3422853350639343)","(27.646467208862305, 27.169200897216797, 0.4772692322731018)",86640,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(28.0688533782959, 27.681230545043945, 0.38762834668159485)",13.084167957305908,synthetic_unimodal_data_length_20_gaussian,5.583,"(27.467052459716797, 27.08474349975586, 0.38230660557746887)","(27.352184295654297, 26.8035831451416, 0.5486050248146057)",86640,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(28.003055572509766, 27.718666076660156, 0.28439006209373474)",23.70683741569519,synthetic_unimodal_data_length_20_gaussian,5.503,"(27.3505859375, 27.061477661132812, 0.2891049087047577)","(27.376924514770508, 26.967103958129883, 0.4098164439201355)",86640,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(28.170001983642578, 27.982633590698242, 0.18736903369426727)",6.970325708389282,synthetic_unimodal_data_length_20_gaussian,5.741,"(27.612173080444336, 27.421463012695312, 0.19070947170257568)","(27.55814552307129, 27.29901123046875, 0.25913065671920776)",86640,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(28.014480590820312, 27.616863250732422, 0.3976215422153473)",9.76582407951355,synthetic_unimodal_data_length_20_gaussian,5.673,"(27.398700714111328, 27.002653121948242, 0.39604488015174866)","(27.282270431518555, 26.714359283447266, 0.5679097175598145)",86640,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(27.947351455688477, 27.710180282592773, 0.23717007040977478)",17.65825128555298,synthetic_unimodal_data_length_20_gaussian,5.593,"(27.357091903686523, 27.11471939086914, 0.24237757921218872)","(27.339733123779297, 27.011388778686523, 0.3283481299877167)",86640,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(28.67685317993164, 28.353853225708008, 0.32300084829330444)",9.352195739746094,synthetic_unimodal_data_length_20_gaussian,5.458,"(28.135290145874023, 27.813861846923828, 0.3214266002178192)","(28.01722526550293, 27.58449935913086, 0.4327322840690613)",172840,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(28.192874908447266, 27.829204559326172, 0.36367103457450867)",10.683040618896484,synthetic_unimodal_data_length_20_gaussian,5.366,"(27.623035430908203, 27.26546287536621, 0.3575707674026489)","(27.42980194091797, 26.93402099609375, 0.49577873945236206)",172840,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(28.069665908813477, 27.573230743408203, 0.4964388310909271)",18.575035333633423,synthetic_unimodal_data_length_20_gaussian,5.562,"(27.438692092895508, 26.950742721557617, 0.48795509338378906)","(27.215442657470703, 26.489086151123047, 0.7263550758361816)",172840,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(28.555225372314453, 27.90393829345703, 0.6512892246246338)",7.03985595703125,synthetic_unimodal_data_length_20_gaussian,5.966,"(27.928564071655273, 27.281118392944336, 0.6474475264549255)","(27.523550033569336, 26.560890197753906, 0.9626617431640625)",172840,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(28.08663558959961, 27.735031127929688, 0.35160374641418457)",8.194978475570679,synthetic_unimodal_data_length_20_gaussian,5.59,"(27.474834442138672, 27.13732147216797, 0.33751118183135986)","(27.491409301757812, 27.020160675048828, 0.47124654054641724)",172840,0,vae_hidden_size_200_batch_size_20_lr_0.001
