model_type,test_score,total_time,dataset,average_mismatches,valid_score,train_score,num_params,exit_code,name
rnn,64.65932006835938,8.942755460739136,synthetic_multimodal_data_modes_2_length_51_uniform,44.092,49.282098388671876,22.912158203125,84820,0,rnn_hidden_size_100_lr_0.003
rnn,69.52579345703126,13.160425901412964,synthetic_multimodal_data_modes_2_length_51_uniform,44.369,56.28558349609375,24.949555969238283,84820,0,rnn_hidden_size_100_lr_0.001
rnn,102.6637939453125,12.893708229064941,synthetic_multimodal_data_modes_2_length_51_uniform,45.768,99.10734252929687,96.83272705078124,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,137.44583740234376,12.978547811508179,synthetic_multimodal_data_modes_2_length_51_uniform,46.711,136.41966552734374,136.083251953125,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,59.293017578125,8.928172588348389,synthetic_multimodal_data_modes_2_length_51_uniform,42.956,47.723199462890626,22.91425018310547,329620,0,rnn_hidden_size_200_lr_0.003
rnn,59.920294189453124,13.9173002243042,synthetic_multimodal_data_modes_2_length_51_uniform,43.046,47.298745727539064,17.984527587890625,329620,0,rnn_hidden_size_200_lr_0.001
rnn,67.42140502929688,16.121873378753662,synthetic_multimodal_data_modes_2_length_51_uniform,45.021,57.9492919921875,43.91220397949219,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,113.94658203125,15.901413202285767,synthetic_multimodal_data_modes_2_length_51_uniform,45.66,110.268310546875,110.35999755859375,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,74.03007202148437,8.621854782104492,synthetic_multimodal_data_modes_3_length_51_uniform,44.381,90.67864379882812,30.455706787109374,84820,0,rnn_hidden_size_100_lr_0.003
rnn,75.63446655273438,13.808260917663574,synthetic_multimodal_data_modes_3_length_51_uniform,44.513,93.66090087890625,28.7139892578125,84820,0,rnn_hidden_size_100_lr_0.001
rnn,111.7546875,12.96067190170288,synthetic_multimodal_data_modes_3_length_51_uniform,45.466,117.27147216796875,99.86136474609376,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,139.61700439453125,13.2845458984375,synthetic_multimodal_data_modes_3_length_51_uniform,46.339,140.9623291015625,137.219091796875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,74.18934326171875,8.659970760345459,synthetic_multimodal_data_modes_3_length_51_uniform,43.909,88.90132446289063,24.67082824707031,329620,0,rnn_hidden_size_200_lr_0.003
rnn,72.29561767578124,12.35912799835205,synthetic_multimodal_data_modes_3_length_51_uniform,44.442,87.73341064453125,29.328860473632812,329620,0,rnn_hidden_size_200_lr_0.001
rnn,79.09991455078125,15.859898567199707,synthetic_multimodal_data_modes_3_length_51_uniform,45.165,93.8823974609375,46.19126586914062,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,120.4263427734375,16.0137996673584,synthetic_multimodal_data_modes_3_length_51_uniform,45.493,124.48990478515626,113.19635009765625,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,96.70413208007812,8.214465856552124,synthetic_multimodal_data_modes_5_length_51_uniform,44.517,142.52530517578126,58.0880615234375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,96.33668823242188,11.774240732192993,synthetic_multimodal_data_modes_5_length_51_uniform,44.453,140.5758056640625,54.87434692382813,84820,0,rnn_hidden_size_100_lr_0.001
rnn,133.45135498046875,9.243796825408936,synthetic_multimodal_data_modes_5_length_51_uniform,45.794,147.69234619140624,131.70159912109375,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,136.4222900390625,13.28715991973877,synthetic_multimodal_data_modes_5_length_51_uniform,45.908,149.20972900390626,135.3656982421875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,135.14859619140626,5.81972336769104,synthetic_multimodal_data_modes_5_length_51_uniform,45.806,146.54864501953125,133.24307861328126,329620,0,rnn_hidden_size_200_lr_0.003
rnn,92.01256713867187,9.636386632919312,synthetic_multimodal_data_modes_5_length_51_uniform,44.299,142.31566162109374,51.3735595703125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,131.26153564453125,8.242774248123169,synthetic_multimodal_data_modes_5_length_51_uniform,45.806,146.38382568359376,128.84088134765625,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,118.628125,14.034209728240967,synthetic_multimodal_data_modes_5_length_51_uniform,45.278,144.30948486328126,110.98687744140625,329620,0,rnn_hidden_size_200_lr_0.0001
hmm,276.58312928966956,5.26693868637085,synthetic_unimodal_data_length_100_gaussian,92.748,276.69306396194725,275.72546619530175,800.0,0,hmm_hidden_size_20
hmm,278.1462851562436,6.594329118728638,synthetic_unimodal_data_length_100_gaussian,92.972,278.24980709989853,277.4292314004277,1500.0,0,hmm_hidden_size_30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,275.30581943855776,5.123101472854614,synthetic_unimodal_data_length_100_skewed_gaussian,92.73,275.14225883743893,274.48461127540196,800.0,0,hmm_hidden_size_20
hmm,276.90673833585447,6.357895612716675,synthetic_unimodal_data_length_100_skewed_gaussian,92.916,276.76829037660065,276.2008856857778,1500.0,0,hmm_hidden_size_30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,276.04543028860974,5.163147449493408,synthetic_unimodal_data_length_100_uniform,92.769,274.1254853335126,275.93377476965003,800.0,0,hmm_hidden_size_20
hmm,277.637859468692,7.036529302597046,synthetic_unimodal_data_length_100_uniform,92.845,275.9502346238096,277.5618441771005,1500.0,0,hmm_hidden_size_30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,57.07330142877081,2.401233434677124,synthetic_unimodal_data_length_20_gaussian,18.643,56.206136379885,55.897514456790326,800.0,0,hmm_hidden_size_20
hmm,57.63835602765057,2.939336061477661,synthetic_unimodal_data_length_20_gaussian,18.746,56.98150389898632,56.762965174355905,1500.0,0,hmm_hidden_size_30
hmm,58.0032813028031,4.3350608348846436,synthetic_unimodal_data_length_20_gaussian,18.788,57.47277585711121,57.30351834968227,2400.0,0,hmm_hidden_size_40
hmm,58.26776363181185,6.827645778656006,synthetic_unimodal_data_length_20_gaussian,18.833,57.8223870140082,57.6842663758773,3500.0,0,hmm_hidden_size_50
hmm,56.26738123172792,2.4143385887145996,synthetic_unimodal_data_length_20_skewed_gaussian,18.649,56.200780957808966,55.822310769206794,800.0,0,hmm_hidden_size_20
hmm,57.01464496953416,2.902053117752075,synthetic_unimodal_data_length_20_skewed_gaussian,18.758,56.95286438441211,56.67755035920235,1500.0,0,hmm_hidden_size_30
hmm,57.500959331111275,4.475901365280151,synthetic_unimodal_data_length_20_skewed_gaussian,18.757,57.44612548762134,57.22930078371037,2400.0,0,hmm_hidden_size_40
hmm,57.84508768739486,6.838228702545166,synthetic_unimodal_data_length_20_skewed_gaussian,18.824,57.79604388904263,57.617129595265396,3500.0,0,hmm_hidden_size_50
hmm,56.380225049864734,2.3662753105163574,synthetic_unimodal_data_length_20_uniform,18.652,56.45871956885452,56.728581744830464,800.0,0,hmm_hidden_size_20
hmm,57.114364716642896,3.0708272457122803,synthetic_unimodal_data_length_20_uniform,18.772,57.17412039528133,57.3828920423491,1500.0,0,hmm_hidden_size_30
hmm,57.589444735730616,4.316469192504883,synthetic_unimodal_data_length_20_uniform,18.792,57.637868407963175,57.808374472897164,2400.0,0,hmm_hidden_size_40
hmm,57.92584703437675,6.854023694992065,synthetic_unimodal_data_length_20_uniform,18.881,57.966707449718434,58.11089671941918,3500.0,0,hmm_hidden_size_50
hmm,141.91170621444437,3.3785481452941895,synthetic_unimodal_data_length_50_gaussian,46.843,142.7657092836318,142.1966322433953,800.0,0,hmm_hidden_size_20
hmm,142.92815622443834,4.457206726074219,synthetic_unimodal_data_length_50_gaussian,47.019,143.6367469770167,143.14809608865556,1500.0,0,hmm_hidden_size_30
hmm,143.70443550119631,5.738324403762817,synthetic_unimodal_data_length_50_gaussian,46.999,144.31177105398166,143.88239996846002,2400.0,0,hmm_hidden_size_40
hmm,144.31844998694038,8.712427616119385,synthetic_unimodal_data_length_50_gaussian,47.104,144.85065757963133,144.46747001206376,3500.0,0,hmm_hidden_size_50
hmm,141.79960285893978,3.3645501136779785,synthetic_unimodal_data_length_50_skewed_gaussian,46.811,140.9372039912702,140.2189390003033,800.0,0,hmm_hidden_size_20
hmm,142.7241584923724,4.253396034240723,synthetic_unimodal_data_length_50_skewed_gaussian,46.975,142.00295022521283,141.4243272612827,1500.0,0,hmm_hidden_size_30
hmm,143.4598338153439,5.921602010726929,synthetic_unimodal_data_length_50_skewed_gaussian,47.026,142.835961279429,142.3497507908118,2400.0,0,hmm_hidden_size_40
hmm,144.0640405675109,8.700721025466919,synthetic_unimodal_data_length_50_skewed_gaussian,47.048,143.5127881458024,143.0929716614029,3500.0,0,hmm_hidden_size_50
hmm,141.8419317539215,3.597867012023926,synthetic_unimodal_data_length_50_uniform,46.727,141.79410028130837,141.57210437181848,800.0,0,hmm_hidden_size_20
hmm,142.85764577040135,4.330932140350342,synthetic_unimodal_data_length_50_uniform,46.938,142.8254446797477,142.63736572698394,1500.0,0,hmm_hidden_size_30
hmm,143.60434813002095,5.907234191894531,synthetic_unimodal_data_length_50_uniform,47.052,143.58221802259703,143.41684832374415,2400.0,0,hmm_hidden_size_40
hmm,144.21175207378923,8.994371175765991,synthetic_unimodal_data_length_50_uniform,47.079,144.19592303659462,144.0482848061809,3500.0,0,hmm_hidden_size_50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,145.73708796279806,3.433028221130371,synthetic_multimodal_data_modes_2_length_51_uniform,46.872,145.82925300221055,146.3166841896787,800.0,0,hmm_hidden_size_20
hmm,146.5851072708562,4.3915486335754395,synthetic_multimodal_data_modes_2_length_51_uniform,47.022,146.67239350386768,147.0817831556389,1500.0,0,hmm_hidden_size_30
hmm,147.26298207159994,5.819376468658447,synthetic_multimodal_data_modes_2_length_51_uniform,47.06,147.3452775169207,147.69955905100215,2400.0,0,hmm_hidden_size_40
hmm,147.80082239984853,13.480683326721191,synthetic_multimodal_data_modes_2_length_51_uniform,47.151,147.87879450262267,148.19152117595902,3500.0,0,hmm_hidden_size_50
hmm,147.5234355068368,3.386399269104004,synthetic_multimodal_data_modes_3_length_51_uniform,46.586,148.1318009475454,147.32767123380742,800.0,0,hmm_hidden_size_20
hmm,148.17041712281667,4.555562734603882,synthetic_multimodal_data_modes_3_length_51_uniform,46.706,148.68849066560068,148.00980303101977,1500.0,0,hmm_hidden_size_30
hmm,148.6809609609674,5.814650058746338,synthetic_multimodal_data_modes_3_length_51_uniform,46.723,149.13206454123824,148.54248666427196,2400.0,0,hmm_hidden_size_40
hmm,149.087411140778,9.061861753463745,synthetic_multimodal_data_modes_3_length_51_uniform,46.737,149.4870791642502,148.96580764886568,3500.0,0,hmm_hidden_size_50
hmm,143.92225964531002,3.509347438812256,synthetic_multimodal_data_modes_5_length_51_uniform,46.066,151.77395803073367,145.05618681393798,800.0,0,hmm_hidden_size_20
hmm,145.1050093453038,4.41869854927063,synthetic_multimodal_data_modes_5_length_51_uniform,46.149,151.49754940671468,146.07177440425568,1500.0,0,hmm_hidden_size_30
hmm,146.00606796285945,5.842757940292358,synthetic_multimodal_data_modes_5_length_51_uniform,46.307,151.42233177506535,146.85045172579495,2400.0,0,hmm_hidden_size_40
hmm,146.71953777129772,8.956560373306274,synthetic_multimodal_data_modes_5_length_51_uniform,46.302,151.42578896348968,147.46971323447843,3500.0,0,hmm_hidden_size_50
